Date Time,Open,High,Low,Close,Volume,Adj Close
2020-01-02 14:45:00,968.75,970.5,966.75,969.5,3404,969.5
2020-01-02 15:00:00,969.75,971.25,969.75,971.0,1789,971.0
2020-01-02 15:15:00,971.25,971.25,969.75,970.0,906,970.0
2020-01-02 15:30:00,969.75,971.5,969.75,970.25,543,970.25
2020-01-02 15:45:00,970.25,972.25,970.25,972.0,1014,972.0
2020-01-02 16:00:00,972.0,973.5,971.75,973.25,744,973.25
2020-01-02 16:15:00,973.25,973.25,971.5,972.0,2866,972.0
2020-01-02 16:30:00,972.0,972.25,969.0,969.0,1705,969.0
2020-01-02 16:45:00,969.0,970.5,968.5,970.5,1233,970.5
2020-01-02 17:00:00,970.5,971.0,969.0,970.75,642,970.75
2020-01-02 17:15:00,971.0,972.75,971.0,972.5,559,972.5
2020-01-02 17:30:00,972.25,972.25,971.75,972.0,492,972.0
2020-01-02 17:45:00,972.0,972.75,971.75,972.75,710,972.75
2020-01-02 18:00:00,972.75,973.25,971.5,972.5,1321,972.5
2020-01-02 18:15:00,972.75,973.0,971.75,972.0,617,972.0
2020-01-02 18:30:00,972.0,972.5,971.0,971.25,2188,971.25
2020-01-02 18:45:00,971.25,971.25,969.5,969.5,1174,969.5
2020-01-02 19:00:00,969.5,970.25,968.25,970.0,985,970.0
2020-01-02 19:15:00,970.25,971.5,968.25,969.75,5093,969.75
2020-01-02 19:30:00,969.5,969.75,968.0,968.25,692,968.25
2020-01-03 01:15:00,969.0,969.75,968.5,969.75,384,969.75
2020-01-03 01:30:00,970.0,970.0,969.75,970.0,98,970.0
2020-01-03 01:45:00,970.0,970.0,969.75,969.75,37,969.75
2020-01-03 02:00:00,969.75,970.0,969.75,969.75,13,969.75
2020-01-03 02:15:00,969.75,969.75,969.5,969.5,21,969.5
2020-01-03 02:30:00,969.5,969.75,968.25,968.25,71,968.25
2020-01-03 02:45:00,968.5,968.5,968.5,968.5,16,968.5
2020-01-03 03:00:00,968.25,968.25,967.25,967.25,119,967.25
2020-01-03 03:15:00,967.25,967.5,967.25,967.25,15,967.25
2020-01-03 03:30:00,967.25,967.25,966.75,966.75,66,966.75
2020-01-03 03:45:00,966.75,967.0,966.5,967.0,7,967.0
2020-01-03 04:00:00,967.0,967.0,967.0,967.0,4,967.0
2020-01-03 04:45:00,966.5,966.5,966.5,966.5,13,966.5
2020-01-03 05:00:00,966.75,966.75,966.5,966.5,3,966.5
2020-01-03 05:15:00,966.5,966.5,966.5,966.5,7,966.5
2020-01-03 05:30:00,966.75,966.75,966.75,966.75,1,966.75
2020-01-03 05:45:00,966.75,966.75,966.75,966.75,1,966.75
2020-01-03 06:00:00,966.75,967.5,966.75,967.0,26,967.0
2020-01-03 06:15:00,966.75,967.25,966.75,966.75,246,966.75
2020-01-03 06:30:00,966.75,966.75,966.75,966.75,2,966.75
2020-01-03 06:45:00,966.75,966.75,966.25,966.25,23,966.25
2020-01-03 07:00:00,966.25,966.25,966.0,966.0,26,966.0
2020-01-03 07:15:00,966.0,966.25,965.75,965.75,22,965.75
2020-01-03 07:30:00,965.75,965.75,965.25,965.25,35,965.25
2020-01-03 07:45:00,965.0,965.0,964.5,964.5,18,964.5
2020-01-03 08:00:00,964.5,964.5,963.5,964.0,77,964.0
2020-01-03 08:15:00,964.25,965.0,964.0,964.75,175,964.75
2020-01-03 08:30:00,964.75,964.75,964.0,964.75,31,964.75
2020-01-03 08:45:00,965.0,965.0,964.75,964.75,8,964.75
2020-01-03 09:00:00,964.5,964.75,964.25,964.75,10,964.75
2020-01-03 09:15:00,964.25,965.25,964.0,965.25,25,965.25
2020-01-03 09:30:00,965.0,965.0,964.25,964.25,12,964.25
2020-01-03 09:45:00,964.0,964.5,963.75,964.25,16,964.25
2020-01-03 10:00:00,964.25,964.25,963.75,963.75,39,963.75
2020-01-03 10:15:00,963.75,964.25,963.75,964.0,28,964.0
2020-01-03 10:30:00,964.5,964.5,964.25,964.25,14,964.25
2020-01-03 10:45:00,964.25,964.25,963.75,963.75,17,963.75
2020-01-03 11:00:00,963.75,964.0,963.75,964.0,19,964.0
2020-01-03 11:15:00,963.75,964.0,963.25,963.25,35,963.25
2020-01-03 11:30:00,963.5,964.0,963.25,964.0,71,964.0
2020-01-03 11:45:00,964.0,964.0,963.75,963.75,12,963.75
2020-01-03 12:00:00,963.5,963.75,963.5,963.75,14,963.75
